iter	Passed	Remaining
527	2754	2462
528	2756	2454
529	2760	2448
530	2763	2441
531	2767	2434
532	2770	2427
533	2774	2421
534	2777	2414
535	2779	2406
536	2781	2398
537	2785	2392
538	2787	2384
539	2790	2376
540	2792	2369
541	2798	2364
542	2800	2356
543	2802	2349
544	2805	2342
545	2810	2337
546	2812	2329
547	2814	2321
548	2817	2314
549	2823	2309
550	2825	2302
551	2827	2294
552	2829	2287
553	2834	2281
554	2837	2274
555	2840	2268
556	2843	2261
557	2845	2253
558	2847	2246
559	2850	2239
560	2853	2233
561	2856	2226
562	2858	2218
563	2860	2211
564	2864	2205
565	2867	2198
566	2869	2191
567	2871	2184
568	2874	2177
569	2879	2172
570	2881	2165
571	2883	2157
572	2887	2151
573	2891	2146
574	2894	2139
575	2897	2133
576	2899	2125
577	2906	2122
578	2908	2115
579	2912	2109
580	2915	2102
581	2918	2095
582	2920	2088
583	2922	2081
584	2924	2074
585	2930	2070
586	2932	2063
587	2935	2056
588	2937	2049
589	2942	2044
590	2945	2038
591	2949	2032
592	2953	2027
593	2955	2020
594	2958	2013
595	2961	2007
596	2966	2002
597	2968	1995
598	2971	1988
599	2974	1983
600	2977	1976
601	2979	1969
602	2981	1963
603	2985	1957
604	2987	1950
605	2990	1944
606	2992	1937
607	2998	1933
608	3001	1927
609	3003	1920
610	3006	1914
611	3011	1908
612	3013	1902
613	3017	1896
614	3024	1893
615	3027	1887
616	3030	1880
617	3033	1875
618	3035	1868
619	3038	1862
620	3048	1860
621	3051	1854
622	3053	1847
623	3057	1842
624	3060	1836
625	3063	1830
626	3065	1823
627	3067	1817
628	3071	1811
629	3073	1805
630	3075	1798
631	3080	1793
632	3084	1788
633	3087	1782
634	3089	1776
635	3092	1770
636	3095	1764
637	3098	1757
638	3101	1752
639	3104	1746
640	3107	1740
641	3109	1733
642	3112	1727
643	3116	1722
644	3119	1716
645	3122	1711
646	3124	1704
647	3129	1699
648	3132	1694
649	3135	1688
650	3138	1682
651	3142	1677
652	3145	1671
653	3147	1665
654	3150	1659
655	3153	1653
656	3156	1647
657	3158	1641
658	3161	1636
659	3166	1631
660	3168	1625
661	3171	1619
662	3173	1613
663	3179	1608
664	3181	1602
665	3183	1596
666	3186	1590
667	3192	1586
668	3209	1587
669	3211	1581
670	3220	1579
671	3229	1576
672	3234	1571
673	3236	1565
674	3240	1560
675	3244	1554
676	3247	1549
677	3252	1544
678	3257	1540
679	3261	1534
680	3266	1530
681	3269	1524
682	3273	1519
683	3278	1514
684	3285	1510
685	3289	1505
686	3295	1501
687	3299	1496
688	3303	1490
689	3306	1485
690	3310	1480
691	3317	1476
692	3320	1470
693	3332	1469
694	3336	1464
695	3339	1458
696	3348	1455
697	3353	1450
698	3356	1445
699	3360	1440
700	3369	1437
701	3373	1432
702	3385	1430
703	3390	1425
704	3399	1422
705	3403	1417
706	3406	1411
707	3422	1411
708	3426	1406
709	3434	1402
710	3438	1397
711	3445	1393
712	3447	1387
713	3452	1382
714	3458	1378
715	3460	1372
716	3463	1367
717	3466	1361
718	3468	1355
719	3471	1350
720	3474	1344
721	3479	1339
722	3482	1334
723	3486	1329
724	3491	1324
725	3494	1318
726	3497	1313
727	3499	1307
728	3503	1302
729	3506	1296
730	3508	1291
731	3512	1285
732	3515	1280
733	3518	1275
734	3520	1269
735	3523	1263
736	3526	1258
737	3529	1252
738	3532	1247
739	3534	1241
740	3538	1236
741	3541	1231
742	3544	1226
743	3547	1220
744	3550	1215
745	3554	1210
746	3556	1204
747	3559	1199
748	3562	1193
749	3566	1188
750	3568	1183
751	3570	1177
752	3573	1172
753	3577	1167
754	3579	1161
755	3581	1156
756	3584	1150
757	3590	1146
758	3593	1140
759	3602	1137
760	3605	1132
761	3610	1127
762	3614	1122
763	3618	1117
764	3622	1112
765	3624	1107
766	3627	1101
767	3632	1097
768	3636	1092
769	3639	1087
770	3641	1081
771	3645	1076
772	3648	1071
773	3650	1065
774	3653	1060
775	3657	1055
776	3660	1050
777	3663	1045
778	3666	1040
779	3670	1035
780	3673	1030
781	3675	1024
782	3678	1019
783	3681	1014
784	3684	1009
785	3688	1004
786	3691	998
787	3697	994
788	3700	989
789	3703	984
790	3706	979
791	3709	974
792	3711	968
793	3717	964
794	3720	959
795	3722	954
796	3725	948
797	3728	943
798	3731	938
799	3734	933
800	3739	928
801	3743	924
802	3745	918
803	3748	913
804	3752	908
805	3756	904
806	3758	898
807	3760	893
808	3764	888
809	3767	883
810	3769	878
811	3772	873
812	3777	868
813	3780	863
814	3782	858
815	3784	853
816	3788	848
817	3790	843
818	3793	838
819	3795	833
820	3798	828
821	3801	823
822	3804	818
823	3806	813
824	3809	808
825	3812	803
826	3814	798
827	3817	793
828	3819	787
829	3823	783
830	3827	778
831	3829	773
832	3832	768
833	3836	763
834	3841	759
835	3844	754
836	3847	749
837	3852	744
838	3854	739
839	3856	734
840	3859	729
841	3862	724
842	3864	719
843	3867	714
844	3869	709
845	3873	705
846	3876	700
847	3878	695
848	3881	690
849	3883	685
850	3888	680
851	3890	675
852	3892	670
853	3896	666
854	3901	661
855	3903	656
856	3905	651
857	3907	646
858	3912	642
859	3914	637
860	3917	632
861	3919	627
862	3925	623
863	3927	618
864	3930	613
865	3932	608
866	3941	604
867	3944	599
868	3946	594
869	3953	590
870	3955	585
871	3958	581
872	3963	576
873	3970	572
874	3975	567
875	3977	563
876	4007	562
877	4010	557
878	4013	552
879	4016	547
880	4022	543
881	4025	538
882	4027	533
883	4030	528
884	4033	524
885	4038	519
886	4042	514
887	4046	510
888	4051	505
889	4054	501
890	4056	496
891	4063	492
892	4067	487
893	4070	482
894	4074	477
895	4078	473
896	4080	468
897	4083	463
898	4086	459
899	4093	454
900	4096	450
901	4099	445
902	4105	440
903	4108	436
904	4110	431
905	4114	426
906	4118	422
907	4122	417
908	4126	413
909	4128	408
910	4131	403
911	4134	398
912	4138	394
913	4141	389
914	4143	384
915	4146	380
916	4151	375
917	4153	371
918	4156	366
919	4159	361
920	4163	357
921	4166	352
922	4169	347
923	4173	343
924	4175	338
925	4182	334
926	4184	329
927	4187	324
928	4190	320
929	4194	315
930	4196	311
931	4199	306
932	4202	301
933	4205	297
934	4207	292
935	4209	287
936	4212	283
937	4215	278
938	4217	274
939	4220	269
940	4222	264
941	4228	260
942	4230	255
943	4233	251
944	4235	246
945	4240	242
946	4243	237
947	4246	232
948	4248	228
949	4255	223
950	4257	219
951	4260	214
952	4264	210
953	4268	205
954	4270	201
955	4272	196
956	4276	192
957	4279	187
958	4282	183
959	4284	178
960	4287	173
961	4294	169
962	4296	165
963	4298	160
964	4302	156
965	4305	151
966	4307	146
967	4309	142
968	4313	137
969	4315	133
970	4318	128
971	4321	124
972	4323	119
973	4326	115
974	4329	111
975	4331	106
976	4336	102
977	4339	97
978	4342	93
979	4345	88
980	4348	84
981	4350	79
982	4353	75
983	4355	70
984	4359	66
985	4361	61
986	4364	57
987	4366	53
988	4369	48
989	4372	44
990	4374	39
991	4376	35
992	4379	30
993	4384	26
994	4386	22
995	4389	17
996	4391	13
997	4395	8
998	4401	4
999	4403	0
